timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1544248680263,6980,View map,200,OK,ThreadGroup 1-13,text,true,,47377,472,39,39,http://localhost:3000/events?date=2018-10-07&area=ST_MakeEnvelope%2853.90%2C+27.59%2C+54.20%2C+27.89%29,6978,0,1
1544248680263,6980,View map,200,"Number of samples in transaction : 1, number of failing samples : 0",ThreadGroup 1-13,,true,,47377,472,39,39,null,6978,0,1
1544248680600,7447,View map,200,OK,ThreadGroup 1-1,text,true,,66067,472,41,41,http://localhost:3000/events?date=2018-10-07&area=ST_MakeEnvelope%2853.84%2C+27.62%2C+54.14%2C+27.92%29,7446,0,0
1544248680599,7447,View map,200,"Number of samples in transaction : 1, number of failing samples : 0",ThreadGroup 1-1,,true,,66067,472,41,41,null,7446,2,0
1544248681802,6248,View map,200,OK,ThreadGroup 1-29,text,true,,13719,472,41,41,http://localhost:3000/events?date=2018-10-07&area=ST_MakeEnvelope%2853.93%2C+27.62%2C+54.23%2C+27.92%29,6245,0,1
1544248681801,6248,View map,200,"Number of samples in transaction : 1, number of failing samples : 0",ThreadGroup 1-29,,true,,13719,472,41,41,null,6245,1,1
1544248680800,7253,View map,200,OK,ThreadGroup 1-27,text,true,,53033,472,41,41,http://localhost:3000/events?date=2018-10-07&area=ST_MakeEnvelope%2853.87%2C+27.62%2C+54.17%2C+27.92%29,7252,0,1
1544248680800,7253,View map,200,"Number of samples in transaction : 1, number of failing samples : 0",ThreadGroup 1-27,,true,,53033,472,41,41,null,7252,0,1
1544248681815,6240,View map,200,OK,ThreadGroup 1-4,text,true,,1328,472,41,41,http://localhost:3000/events?date=2018-10-07&area=ST_MakeEnvelope%2853.95%2C+27.62%2C+54.25%2C+27.92%29,6238,0,1
1544248681815,6240,View map,200,"Number of samples in transaction : 1, number of failing samples : 0",ThreadGroup 1-4,,true,,1328,472,41,41,null,6238,0,1
1544248681300,6763,View map,200,OK,ThreadGroup 1-28,text,true,,32509,472,41,41,http://localhost:3000/events?date=2018-10-07&area=ST_MakeEnvelope%2853.90%2C+27.62%2C+54.20%2C+27.92%29,6758,0,1
1544248681300,6763,View map,200,"Number of samples in transaction : 1, number of failing samples : 0",ThreadGroup 1-28,,true,,32509,472,41,41,null,6758,1,1
1544248682088,6601,View map,200,OK,ThreadGroup 1-6,text,true,,27455,472,42,42,http://localhost:3000/events?date=2018-10-07&area=ST_MakeEnvelope%2853.84%2C+27.65%2C+54.14%2C+27.95%29,6601,0,0
1544248682088,6601,View map,200,"Number of samples in transaction : 1, number of failing samples : 0",ThreadGroup 1-6,,true,,27455,472,42,42,null,6601,0,0
1544248682143,6546,View map,200,OK,ThreadGroup 1-15,text,true,,23956,472,42,42,http://localhost:3000/events?date=2018-10-07&area=ST_MakeEnvelope%2853.87%2C+27.65%2C+54.17%2C+27.95%29,6546,0,1
1544248682142,6546,View map,200,"Number of samples in transaction : 1, number of failing samples : 0",ThreadGroup 1-15,,true,,23956,472,42,42,null,6546,2,1
1544248682204,6486,View map,200,OK,ThreadGroup 1-10,text,true,,14783,472,42,42,http://localhost:3000/events?date=2018-10-07&area=ST_MakeEnvelope%2853.90%2C+27.65%2C+54.20%2C+27.95%29,6486,0,0
1544248682204,6486,View map,200,"Number of samples in transaction : 1, number of failing samples : 0",ThreadGroup 1-10,,true,,14783,472,42,42,null,6486,1,0
1544248682301,6390,View map,200,OK,ThreadGroup 1-30,text,true,,6646,472,42,42,http://localhost:3000/events?date=2018-10-07&area=ST_MakeEnvelope%2853.93%2C+27.65%2C+54.23%2C+27.95%29,6390,0,1
1544248682301,6390,View map,200,"Number of samples in transaction : 1, number of failing samples : 0",ThreadGroup 1-30,,true,,6646,472,42,42,null,6390,1,1
1544248682408,6285,View map,200,OK,ThreadGroup 1-5,text,true,,628,472,42,42,http://localhost:3000/events?date=2018-10-07&area=ST_MakeEnvelope%2853.95%2C+27.65%2C+54.25%2C+27.95%29,6284,0,0
1544248682407,6285,View map,200,"Number of samples in transaction : 1, number of failing samples : 0",ThreadGroup 1-5,,true,,628,472,42,42,null,6284,1,0
1544248682803,6280,View map,200,OK,ThreadGroup 1-31,text,true,,275,472,43,43,http://localhost:3000/events?date=2018-10-07&area=ST_MakeEnvelope%2853.84%2C+27.68%2C+54.14%2C+27.98%29,6279,0,0
1544248682802,6280,View map,200,"Number of samples in transaction : 1, number of failing samples : 0",ThreadGroup 1-31,,true,,275,472,43,43,null,6279,1,0
1544248683303,5781,View map,200,OK,ThreadGroup 1-32,text,true,,275,472,43,43,http://localhost:3000/events?date=2018-10-07&area=ST_MakeEnvelope%2853.87%2C+27.68%2C+54.17%2C+27.98%29,5780,0,1
1544248683302,5781,View map,200,"Number of samples in transaction : 1, number of failing samples : 0",ThreadGroup 1-32,,true,,275,472,43,43,null,5780,2,1
1544248683378,5708,View map,200,OK,ThreadGroup 1-12,text,true,,275,472,43,43,http://localhost:3000/events?date=2018-10-07&area=ST_MakeEnvelope%2853.90%2C+27.68%2C+54.20%2C+27.98%29,5707,0,1
1544248683378,5708,View map,200,"Number of samples in transaction : 1, number of failing samples : 0",ThreadGroup 1-12,,true,,275,472,43,43,null,5707,0,1
1544248683534,5554,View map,200,OK,ThreadGroup 1-17,text,true,,275,472,43,43,http://localhost:3000/events?date=2018-10-07&area=ST_MakeEnvelope%2853.93%2C+27.68%2C+54.23%2C+27.98%29,5553,0,1
1544248683534,5554,View map,200,"Number of samples in transaction : 1, number of failing samples : 0",ThreadGroup 1-17,,true,,275,472,43,43,null,5553,0,1
1544248683799,5290,View map,200,OK,ThreadGroup 1-8,text,true,,275,472,43,43,http://localhost:3000/events?date=2018-10-07&area=ST_MakeEnvelope%2853.95%2C+27.68%2C+54.25%2C+27.98%29,5289,0,0
1544248683799,5290,View map,200,"Number of samples in transaction : 1, number of failing samples : 0",ThreadGroup 1-8,,true,,275,472,43,43,null,5289,0,0
1544248684803,5549,View map,200,OK,ThreadGroup 1-35,text,true,,4157,472,46,46,http://localhost:3000/events?date=2018-10-07&area=ST_MakeEnvelope%2853.95%2C+27.44%2C+54.25%2C+27.74%29,5487,0,1
1544248684802,5549,View map,200,"Number of samples in transaction : 1, number of failing samples : 0",ThreadGroup 1-35,,true,,4157,472,46,46,null,5487,2,1
1544248684303,6294,View map,200,OK,ThreadGroup 1-34,text,true,,61868,472,46,46,http://localhost:3000/events?date=2018-10-07&area=ST_MakeEnvelope%2853.93%2C+27.44%2C+54.23%2C+27.74%29,6231,0,1
1544248684302,6294,View map,200,"Number of samples in transaction : 1, number of failing samples : 0",ThreadGroup 1-34,,true,,61868,472,46,46,null,6231,1,1
1544248683965,7327,View map,200,OK,ThreadGroup 1-16,text,true,,141168,472,47,47,http://localhost:3000/events?date=2018-10-07&area=ST_MakeEnvelope%2853.90%2C+27.44%2C+54.20%2C+27.74%29,7274,0,1
1544248683965,7327,View map,200,"Number of samples in transaction : 1, number of failing samples : 0",ThreadGroup 1-16,,true,,141168,472,47,47,null,7274,1,1
1544248683803,7818,View map,200,OK,ThreadGroup 1-33,text,true,,312216,472,48,48,http://localhost:3000/events?date=2018-10-07&area=ST_MakeEnvelope%2853.84%2C+27.44%2C+54.14%2C+27.74%29,7803,0,1
1544248683801,7818,View map,200,"Number of samples in transaction : 1, number of failing samples : 0",ThreadGroup 1-33,,true,,312216,472,48,48,null,7803,3,1
1544248683841,7852,View map,200,OK,ThreadGroup 1-21,text,true,,233784,472,48,48,http://localhost:3000/events?date=2018-10-07&area=ST_MakeEnvelope%2853.87%2C+27.44%2C+54.17%2C+27.74%29,7850,0,1
1544248683841,7852,View map,200,"Number of samples in transaction : 1, number of failing samples : 0",ThreadGroup 1-21,,true,,233784,472,48,48,null,7850,1,1
1544248685292,7875,View map,200,OK,ThreadGroup 1-22,text,true,,3450,472,51,51,http://localhost:3000/events?date=2018-10-07&area=ST_MakeEnvelope%2853.95%2C+27.47%2C+54.25%2C+27.77%29,7833,0,1
1544248685292,7875,View map,200,"Number of samples in transaction : 1, number of failing samples : 0",ThreadGroup 1-22,,true,,3450,472,51,51,null,7833,0,1
1544248685176,8096,View map,200,OK,ThreadGroup 1-7,text,true,,55844,472,51,51,http://localhost:3000/events?date=2018-10-07&area=ST_MakeEnvelope%2853.93%2C+27.47%2C+54.23%2C+27.77%29,8054,0,1
1544248685176,8096,View map,200,"Number of samples in transaction : 1, number of failing samples : 0",ThreadGroup 1-7,,true,,55844,472,51,51,null,8054,0,1
1544248685135,8252,View map,200,OK,ThreadGroup 1-11,text,true,,125990,472,52,52,http://localhost:3000/events?date=2018-10-07&area=ST_MakeEnvelope%2853.90%2C+27.47%2C+54.20%2C+27.77%29,8209,0,0
1544248685134,8252,View map,200,"Number of samples in transaction : 1, number of failing samples : 0",ThreadGroup 1-11,,true,,125990,472,52,52,null,8209,1,0
1544248684915,8829,View map,200,OK,ThreadGroup 1-18,text,true,,272328,472,52,52,http://localhost:3000/events?date=2018-10-07&area=ST_MakeEnvelope%2853.84%2C+27.47%2C+54.14%2C+27.77%29,8796,0,0
1544248684914,8829,View map,200,"Number of samples in transaction : 1, number of failing samples : 0",ThreadGroup 1-18,,true,,272328,472,52,52,null,8796,1,0
1544248685018,9085,View map,200,OK,ThreadGroup 1-3,text,true,,204477,472,53,53,http://localhost:3000/events?date=2018-10-07&area=ST_MakeEnvelope%2853.87%2C+27.47%2C+54.17%2C+27.77%29,9083,0,1
1544248685018,9085,View map,200,"Number of samples in transaction : 1, number of failing samples : 0",ThreadGroup 1-3,,true,,204477,472,53,53,null,9083,0,1
1544248686158,9270,View map,200,OK,ThreadGroup 1-24,text,true,,108243,472,56,56,http://localhost:3000/events?date=2018-10-07&area=ST_MakeEnvelope%2853.90%2C+27.50%2C+54.20%2C+27.80%29,9228,0,1
1544248686158,9270,View map,200,"Number of samples in transaction : 1, number of failing samples : 0",ThreadGroup 1-24,,true,,108243,472,56,56,null,9228,1,1
1544248686236,9306,View map,200,OK,ThreadGroup 1-20,text,true,,49457,472,56,56,http://localhost:3000/events?date=2018-10-07&area=ST_MakeEnvelope%2853.93%2C+27.50%2C+54.23%2C+27.80%29,9255,0,0
1544248686236,9306,View map,200,"Number of samples in transaction : 1, number of failing samples : 0",ThreadGroup 1-20,,true,,49457,472,56,56,null,9255,0,0
1544248686278,9386,View map,200,OK,ThreadGroup 1-9,text,true,,3094,472,56,56,http://localhost:3000/events?date=2018-10-07&area=ST_MakeEnvelope%2853.95%2C+27.50%2C+54.25%2C+27.80%29,9380,0,1
1544248686277,9386,View map,200,"Number of samples in transaction : 1, number of failing samples : 0",ThreadGroup 1-9,,true,,3094,472,56,56,null,9380,1,1
1544248685805,9875,View map,200,OK,ThreadGroup 1-37,text,true,,173656,472,56,56,http://localhost:3000/events?date=2018-10-07&area=ST_MakeEnvelope%2853.87%2C+27.50%2C+54.17%2C+27.80%29,9861,0,0
1544248685804,9875,View map,200,"Number of samples in transaction : 1, number of failing samples : 0",ThreadGroup 1-37,,true,,173656,472,56,56,null,9861,1,0
1544248685304,10451,View map,200,OK,ThreadGroup 1-36,text,true,,229866,472,56,56,http://localhost:3000/events?date=2018-10-07&area=ST_MakeEnvelope%2853.84%2C+27.50%2C+54.14%2C+27.80%29,10440,0,0
1544248685303,10451,View map,200,"Number of samples in transaction : 1, number of failing samples : 0",ThreadGroup 1-36,,true,,229866,472,56,56,null,10440,1,0
1544248687222,9648,View map,200,OK,ThreadGroup 1-14,text,true,,2390,472,59,59,http://localhost:3000/events?date=2018-10-07&area=ST_MakeEnvelope%2853.95%2C+27.53%2C+54.25%2C+27.83%29,9586,0,1
1544248687221,9648,View map,200,"Number of samples in transaction : 1, number of failing samples : 0",ThreadGroup 1-14,,true,,2390,472,59,59,null,9586,1,1
1544248686807,10337,View map,200,OK,ThreadGroup 1-39,text,true,,36378,472,59,59,http://localhost:3000/events?date=2018-10-07&area=ST_MakeEnvelope%2853.93%2C+27.53%2C+54.23%2C+27.83%29,10294,0,1
1544248686806,10337,View map,200,"Number of samples in transaction : 1, number of failing samples : 0",ThreadGroup 1-39,,true,,36378,472,59,59,null,10294,1,1
1544248686306,10912,View map,200,OK,ThreadGroup 1-38,text,true,,85966,472,59,59,http://localhost:3000/events?date=2018-10-07&area=ST_MakeEnvelope%2853.90%2C+27.53%2C+54.20%2C+27.83%29,10908,0,1
1544248686305,10912,View map,200,"Number of samples in transaction : 1, number of failing samples : 0",ThreadGroup 1-38,,true,,85966,472,59,59,null,10908,1,1
1544248686299,10993,View map,200,OK,ThreadGroup 1-2,text,true,,134055,472,59,59,http://localhost:3000/events?date=2018-10-07&area=ST_MakeEnvelope%2853.87%2C+27.53%2C+54.17%2C+27.83%29,10992,0,1
1544248686298,10993,View map,200,"Number of samples in transaction : 1, number of failing samples : 0",ThreadGroup 1-2,,true,,134055,472,59,59,null,10992,2,1
1544248686281,11033,View map,200,OK,ThreadGroup 1-23,text,true,,179272,472,59,59,http://localhost:3000/events?date=2018-10-07&area=ST_MakeEnvelope%2853.84%2C+27.53%2C+54.14%2C+27.83%29,11013,0,0
1544248686281,11033,View map,200,"Number of samples in transaction : 1, number of failing samples : 0",ThreadGroup 1-23,,true,,179272,472,59,59,null,11013,0,0
1544248687307,11034,View map,200,OK,ThreadGroup 1-40,text,true,,2038,472,62,62,http://localhost:3000/events?date=2018-10-07&area=ST_MakeEnvelope%2853.95%2C+27.56%2C+54.25%2C+27.86%29,10971,0,1
1544248687307,11034,View map,200,"Number of samples in transaction : 1, number of failing samples : 0",ThreadGroup 1-40,,true,,2038,472,62,62,null,10971,0,1
1544248687242,11203,View map,200,OK,ThreadGroup 1-13,text,true,,28594,472,62,62,http://localhost:3000/events?date=2018-10-07&area=ST_MakeEnvelope%2853.93%2C+27.56%2C+54.23%2C+27.86%29,11162,0,1
1544248687242,11203,View map,200,"Number of samples in transaction : 1, number of failing samples : 0",ThreadGroup 1-13,,true,,28594,472,62,62,null,11162,1,1
1544248687236,11290,View map,200,OK,ThreadGroup 1-19,text,true,,143537,472,62,62,http://localhost:3000/events?date=2018-10-07&area=ST_MakeEnvelope%2853.84%2C+27.56%2C+54.14%2C+27.86%29,11288,0,1
1544248687236,11290,View map,200,"Number of samples in transaction : 1, number of failing samples : 0",ThreadGroup 1-19,,true,,143537,472,62,62,null,11288,0,1
1544248687240,11289,View map,200,OK,ThreadGroup 1-25,text,true,,66821,472,62,62,http://localhost:3000/events?date=2018-10-07&area=ST_MakeEnvelope%2853.90%2C+27.56%2C+54.20%2C+27.86%29,11287,0,1
1544248687240,11289,View map,200,"Number of samples in transaction : 1, number of failing samples : 0",ThreadGroup 1-25,,true,,66821,472,62,62,null,11287,0,1
1544248687238,11313,View map,200,OK,ThreadGroup 1-26,text,true,,106793,472,62,62,http://localhost:3000/events?date=2018-10-07&area=ST_MakeEnvelope%2853.87%2C+27.56%2C+54.17%2C+27.86%29,11292,0,0
1544248687237,11313,View map,200,"Number of samples in transaction : 1, number of failing samples : 0",ThreadGroup 1-26,,true,,106793,472,62,62,null,11292,1,0
1544248688055,11432,View map,200,OK,ThreadGroup 1-4,text,true,,1328,472,64,64,http://localhost:3000/events?date=2018-10-07&area=ST_MakeEnvelope%2853.95%2C+27.59%2C+54.25%2C+27.89%29,11410,0,1
1544248688054,11432,View map,200,"Number of samples in transaction : 1, number of failing samples : 0",ThreadGroup 1-4,,true,,1328,472,64,64,null,11410,1,1
1544248688053,11486,View map,200,OK,ThreadGroup 1-27,text,true,,20090,472,64,64,http://localhost:3000/events?date=2018-10-07&area=ST_MakeEnvelope%2853.93%2C+27.59%2C+54.23%2C+27.89%29,11465,0,0
1544248688052,11486,View map,200,"Number of samples in transaction : 1, number of failing samples : 0",ThreadGroup 1-27,,true,,20090,472,64,64,null,11465,1,0
1544248687808,11784,View map,200,OK,ThreadGroup 1-41,text,true,,101154,472,64,64,http://localhost:3000/events?date=2018-10-07&area=ST_MakeEnvelope%2853.84%2C+27.59%2C+54.14%2C+27.89%29,11762,0,1
1544248687808,11784,View map,200,"Number of samples in transaction : 1, number of failing samples : 0",ThreadGroup 1-41,,true,,101154,472,64,64,null,11762,0,1
1544248688050,11548,View map,200,OK,ThreadGroup 1-29,text,true,,47377,472,64,64,http://localhost:3000/events?date=2018-10-07&area=ST_MakeEnvelope%2853.90%2C+27.59%2C+54.20%2C+27.89%29,11547,0,1
1544248688049,11548,View map,200,"Number of samples in transaction : 1, number of failing samples : 0",ThreadGroup 1-29,,true,,47377,472,64,64,null,11547,1,1
1544248688048,11565,View map,200,OK,ThreadGroup 1-1,text,true,,76072,472,64,64,http://localhost:3000/events?date=2018-10-07&area=ST_MakeEnvelope%2853.87%2C+27.59%2C+54.17%2C+27.89%29,11553,0,1
1544248688047,11565,View map,200,"Number of samples in transaction : 1, number of failing samples : 0",ThreadGroup 1-1,,true,,76072,472,64,64,null,11553,1,1
1544248688064,12375,View map,200,OK,ThreadGroup 1-28,text,true,,66067,472,66,66,http://localhost:3000/events?date=2018-10-07&area=ST_MakeEnvelope%2853.84%2C+27.62%2C+54.14%2C+27.92%29,12374,0,2
1544248688064,12375,View map,200,"Number of samples in transaction : 1, number of failing samples : 0",ThreadGroup 1-28,,true,,66067,472,66,66,null,12374,0,2
1544248688689,11750,View map,200,OK,ThreadGroup 1-15,text,true,,13719,472,66,66,http://localhost:3000/events?date=2018-10-07&area=ST_MakeEnvelope%2853.93%2C+27.62%2C+54.23%2C+27.92%29,11750,0,1
1544248688689,11750,View map,200,"Number of samples in transaction : 1, number of failing samples : 0",ThreadGroup 1-15,,true,,13719,472,66,66,null,11750,1,1
1544248688690,11751,View map,200,OK,ThreadGroup 1-10,text,true,,1328,472,66,66,http://localhost:3000/events?date=2018-10-07&area=ST_MakeEnvelope%2853.95%2C+27.62%2C+54.25%2C+27.92%29,11750,0,1
1544248688690,11751,View map,200,"Number of samples in transaction : 1, number of failing samples : 0",ThreadGroup 1-10,,true,,1328,472,66,66,null,11750,1,1
1544248688310,12134,View map,200,OK,ThreadGroup 1-42,text,true,,53033,472,66,66,http://localhost:3000/events?date=2018-10-07&area=ST_MakeEnvelope%2853.87%2C+27.62%2C+54.17%2C+27.92%29,12133,0,1
1544248688308,12134,View map,200,"Number of samples in transaction : 1, number of failing samples : 0",ThreadGroup 1-42,,true,,53033,472,66,66,null,12133,2,1
1544248688689,11758,View map,200,OK,ThreadGroup 1-6,text,true,,32509,472,66,66,http://localhost:3000/events?date=2018-10-07&area=ST_MakeEnvelope%2853.90%2C+27.62%2C+54.20%2C+27.92%29,11757,0,1
1544248688688,11758,View map,200,"Number of samples in transaction : 1, number of failing samples : 0",ThreadGroup 1-6,,true,,32509,472,66,66,null,11757,1,1
1544248688691,12361,View map,200,OK,ThreadGroup 1-30,text,true,,27455,472,67,67,http://localhost:3000/events?date=2018-10-07&area=ST_MakeEnvelope%2853.84%2C+27.65%2C+54.14%2C+27.95%29,12360,0,1
1544248688691,12361,View map,200,"Number of samples in transaction : 1, number of failing samples : 0",ThreadGroup 1-30,,true,,27455,472,67,67,null,12360,1,1
1544248689083,11973,View map,200,OK,ThreadGroup 1-31,text,true,,6646,472,67,67,http://localhost:3000/events?date=2018-10-07&area=ST_MakeEnvelope%2853.93%2C+27.65%2C+54.23%2C+27.95%29,11970,0,1
1544248689082,11973,View map,200,"Number of samples in transaction : 1, number of failing samples : 0",ThreadGroup 1-31,,true,,6646,472,67,67,null,11970,1,1
1544248689085,11976,View map,200,OK,ThreadGroup 1-32,text,true,,628,472,67,67,http://localhost:3000/events?date=2018-10-07&area=ST_MakeEnvelope%2853.95%2C+27.65%2C+54.25%2C+27.95%29,11973,0,1
1544248689085,11976,View map,200,"Number of samples in transaction : 1, number of failing samples : 0",ThreadGroup 1-32,,true,,628,472,67,67,null,11973,1,1
1544248688692,12373,View map,200,OK,ThreadGroup 1-5,text,true,,23956,472,67,67,http://localhost:3000/events?date=2018-10-07&area=ST_MakeEnvelope%2853.87%2C+27.65%2C+54.17%2C+27.95%29,12370,0,1
1544248688692,12373,View map,200,"Number of samples in transaction : 1, number of failing samples : 0",ThreadGroup 1-5,,true,,23956,472,67,67,null,12370,1,1
1544248688810,12257,View map,200,OK,ThreadGroup 1-43,text,true,,14783,472,67,67,http://localhost:3000/events?date=2018-10-07&area=ST_MakeEnvelope%2853.90%2C+27.65%2C+54.20%2C+27.95%29,12257,0,0
1544248688809,12257,View map,200,"Number of samples in transaction : 1, number of failing samples : 0",ThreadGroup 1-43,,true,,14783,472,67,67,null,12257,2,0
1544248689087,12407,View map,200,OK,ThreadGroup 1-12,text,true,,275,472,68,68,http://localhost:3000/events?date=2018-10-07&area=ST_MakeEnvelope%2853.84%2C+27.68%2C+54.14%2C+27.98%29,12406,0,1
1544248689086,12407,View map,200,"Number of samples in transaction : 1, number of failing samples : 0",ThreadGroup 1-12,,true,,275,472,68,68,null,12406,2,1
1544248689089,12411,View map,200,OK,ThreadGroup 1-17,text,true,,275,472,68,68,http://localhost:3000/events?date=2018-10-07&area=ST_MakeEnvelope%2853.87%2C+27.68%2C+54.17%2C+27.98%29,12410,0,0
1544248689088,12411,View map,200,"Number of samples in transaction : 1, number of failing samples : 0",ThreadGroup 1-17,,true,,275,472,68,68,null,12410,1,0
1544248689089,12412,View map,200,OK,ThreadGroup 1-8,text,true,,275,472,68,68,http://localhost:3000/events?date=2018-10-07&area=ST_MakeEnvelope%2853.90%2C+27.68%2C+54.20%2C+27.98%29,12411,0,1
1544248689089,12412,View map,200,"Number of samples in transaction : 1, number of failing samples : 0",ThreadGroup 1-8,,true,,275,472,68,68,null,12411,0,1
1544248689310,12192,View map,200,OK,ThreadGroup 1-44,text,true,,275,472,68,68,http://localhost:3000/events?date=2018-10-07&area=ST_MakeEnvelope%2853.93%2C+27.68%2C+54.23%2C+27.98%29,12191,0,1
1544248689309,12192,View map,200,"Number of samples in transaction : 1, number of failing samples : 0",ThreadGroup 1-44,,true,,275,472,68,68,null,12191,1,1
1544248689810,11706,View map,200,OK,ThreadGroup 1-45,text,true,,275,472,68,68,http://localhost:3000/events?date=2018-10-07&area=ST_MakeEnvelope%2853.95%2C+27.68%2C+54.25%2C+27.98%29,11695,0,1
1544248689809,11706,View map,200,"Number of samples in transaction : 1, number of failing samples : 0",ThreadGroup 1-45,,true,,275,472,68,68,null,11695,1,1
1544248691293,11480,View map,200,OK,ThreadGroup 1-16,text,true,,4157,472,70,70,http://localhost:3000/events?date=2018-10-07&area=ST_MakeEnvelope%2853.95%2C+27.44%2C+54.25%2C+27.74%29,11417,0,1
1544248691293,11480,View map,200,"Number of samples in transaction : 1, number of failing samples : 0",ThreadGroup 1-16,,true,,4157,472,70,70,null,11417,0,1
1544248690812,12232,View map,200,OK,ThreadGroup 1-47,text,true,,61868,472,71,71,http://localhost:3000/events?date=2018-10-07&area=ST_MakeEnvelope%2853.93%2C+27.44%2C+54.23%2C+27.74%29,12170,0,2
1544248690811,12232,View map,200,"Number of samples in transaction : 1, number of failing samples : 0",ThreadGroup 1-47,,true,,61868,472,71,71,null,12170,1,2
1544248690598,13160,View map,200,OK,ThreadGroup 1-34,text,true,,141168,472,72,72,http://localhost:3000/events?date=2018-10-07&area=ST_MakeEnvelope%2853.90%2C+27.44%2C+54.20%2C+27.74%29,13107,0,0
1544248690597,13160,View map,200,"Number of samples in transaction : 1, number of failing samples : 0",ThreadGroup 1-34,,true,,141168,472,72,72,null,13107,1,0
1544248690310,13773,View map,200,OK,ThreadGroup 1-46,text,true,,312216,472,73,73,http://localhost:3000/events?date=2018-10-07&area=ST_MakeEnvelope%2853.84%2C+27.44%2C+54.14%2C+27.74%29,13762,0,1
1544248690309,13773,View map,200,"Number of samples in transaction : 1, number of failing samples : 0",ThreadGroup 1-46,,true,,312216,472,73,73,null,13762,2,1
1544248690353,13801,View map,200,OK,ThreadGroup 1-35,text,true,,233784,472,73,73,http://localhost:3000/events?date=2018-10-07&area=ST_MakeEnvelope%2853.87%2C+27.44%2C+54.17%2C+27.74%29,13795,0,1
1544248690353,13801,View map,200,"Number of samples in transaction : 1, number of failing samples : 0",ThreadGroup 1-35,,true,,233784,472,73,73,null,13795,0,1
1544248692311,13294,View map,200,OK,ThreadGroup 1-50,text,true,,3450,472,76,76,http://localhost:3000/events?date=2018-10-07&area=ST_MakeEnvelope%2853.95%2C+27.47%2C+54.25%2C+27.77%29,13230,0,1
1544248692311,13294,View map,200,"Number of samples in transaction : 1, number of failing samples : 0",ThreadGroup 1-50,,true,,3450,472,76,76,null,13230,0,1
1544248691811,14036,View map,200,OK,ThreadGroup 1-49,text,true,,55844,472,77,77,http://localhost:3000/events?date=2018-10-07&area=ST_MakeEnvelope%2853.93%2C+27.47%2C+54.23%2C+27.77%29,13993,0,0
1544248691810,14036,View map,200,"Number of samples in transaction : 1, number of failing samples : 0",ThreadGroup 1-49,,true,,55844,472,77,77,null,13993,1,0
1544248691694,14343,View map,200,OK,ThreadGroup 1-21,text,true,,125990,472,77,77,http://localhost:3000/events?date=2018-10-07&area=ST_MakeEnvelope%2853.90%2C+27.47%2C+54.20%2C+27.77%29,14322,0,1
1544248691694,14343,View map,200,"Number of samples in transaction : 1, number of failing samples : 0",ThreadGroup 1-21,,true,,125990,472,77,77,null,14322,0,1
1544248691311,14904,View map,200,OK,ThreadGroup 1-48,text,true,,272328,472,77,77,http://localhost:3000/events?date=2018-10-07&area=ST_MakeEnvelope%2853.84%2C+27.47%2C+54.14%2C+27.77%29,14873,0,0
1544248691310,14904,View map,200,"Number of samples in transaction : 1, number of failing samples : 0",ThreadGroup 1-48,,true,,272328,472,77,77,null,14873,1,0
1544248691622,14688,View map,200,OK,ThreadGroup 1-33,text,true,,204477,472,77,77,http://localhost:3000/events?date=2018-10-07&area=ST_MakeEnvelope%2853.87%2C+27.47%2C+54.17%2C+27.77%29,14683,0,1
1544248691622,14688,View map,200,"Number of samples in transaction : 1, number of failing samples : 0",ThreadGroup 1-33,,true,,204477,472,77,77,null,14683,0,1
1544248693387,13952,View map,200,OK,ThreadGroup 1-11,text,true,,3094,472,80,80,http://localhost:3000/events?date=2018-10-07&area=ST_MakeEnvelope%2853.95%2C+27.50%2C+54.25%2C+27.80%29,13889,0,1
1544248693387,13952,View map,200,"Number of samples in transaction : 1, number of failing samples : 0",ThreadGroup 1-11,,true,,3094,472,80,80,null,13889,1,1
1544248693313,14184,View map,200,OK,ThreadGroup 1-52,text,true,,49457,472,80,80,http://localhost:3000/events?date=2018-10-07&area=ST_MakeEnvelope%2853.93%2C+27.50%2C+54.23%2C+27.80%29,14121,0,0
1544248693312,14184,View map,200,"Number of samples in transaction : 1, number of failing samples : 0",ThreadGroup 1-52,,true,,49457,472,80,80,null,14121,1,0
1544248693272,14920,View map,200,OK,ThreadGroup 1-7,text,true,,108243,472,81,81,http://localhost:3000/events?date=2018-10-07&area=ST_MakeEnvelope%2853.90%2C+27.50%2C+54.20%2C+27.80%29,14919,0,1
1544248693272,14920,View map,200,"Number of samples in transaction : 1, number of failing samples : 0",ThreadGroup 1-7,,true,,108243,472,81,81,null,14919,0,1
1544248692813,15382,View map,200,OK,ThreadGroup 1-51,text,true,,229866,472,81,81,http://localhost:3000/events?date=2018-10-07&area=ST_MakeEnvelope%2853.84%2C+27.50%2C+54.14%2C+27.80%29,15380,0,1
1544248692812,15382,View map,200,"Number of samples in transaction : 1, number of failing samples : 0",ThreadGroup 1-51,,true,,229866,472,81,81,null,15380,2,1
1544248693168,15030,View map,200,OK,ThreadGroup 1-22,text,true,,173656,472,81,81,http://localhost:3000/events?date=2018-10-07&area=ST_MakeEnvelope%2853.87%2C+27.50%2C+54.17%2C+27.80%29,15028,0,0
